character,line
Astarion,How about you? Any thoughts on what's next?
Astarion,"Although it seems not everyone is in the mood to celebrate. What's happening in that head of yours, Gale?"
Astarion,"Well, that's enough world-saving for one day. If any other existential threats appear, someone else can handle it - we are finding a tavern and celebrating."
Astarion,"Well, if that's everything - and I sincerely hope it is - we should find a tavern and celebrate. We've certainly earned it."
Astarion,"So, what next? Something fun, I hope?"
Astarion,"So, what's next for us? The world is our oyster, and she has many pearls we can choose from. "
Astarion,I do wonder how he'll fare when Mystra decides to crush him. It could be quite the show.
Astarion,I've never been on first-name terms with a god before. It could have its perks.
Astarion,I can't imagine Mystra will take it... lying down? Floating? However gods relax.
Astarion,"Still, good luck to him. I'm sure he'll go far."
Astarion,"Now, Gale, you're looking decidedly 'thinky'. I hope you're not about to spoil this excellent, excellent plan."
Astarion,"But if you ever decide to hunt them, know they include your children."
Astarion,"But first, you and I are going to find the most hedonistic establishment in this city, and we are going to have a night that will go down in legend."
Astarion,"I hope the nights and shadows treat you well. You're an odd friend. But, I suppose, a friend still. "
Astarion,"It's good to see you, old friend + additional nodes if needed for reactivity to the mindmeld of what the player mind flayer has been up to."
Astarion,It's been a while... how have you been?<br>
Astarion,Wait is that Tav?<br>
Astarion,Mindflayer!<br>
Astarion,She really is the truest embodiment of her people's spirit.
Astarion,I wonder where she is now?
Astarion,I wonder what the Emperor's been up to?
Astarion,At least he got what he deserved (had his head exploded by the brain OR been killed by us directly.
Astarion,A travesty to have lost such a noble fighter<br>
Astarion,She was a hell of a fighter - she'll be fine.<br>
Astarion,"She did good. Real good. It's not fair that she can't be here to reap the rewards, to live her life."
Astarion,How dare you speak ill of him! We owe him our lives.
Astarion,Well of course I don't want to. But if they get in my way...
Astarion,Six months until he's free? You little rat.
Astarion,Hells. They've taken the Blade to his final frontier.
Astarion,Let's have a little fun.
Astarion,Ready or not...
Astarion,A shame to have lost the princebut better to die a hero than live a monster<br>
Astarion,"May her flame burn forever bright, wherever she is."
Astarion,Poor/brave/selfless/whatever this companion would say about Gale. We owe him a debt we'll never be able to repay.<br>
Astarion,He did the right thing/he shouldn't have done it - whatever this companion would say about Gale blowing himself up.
Astarion,"Maybe it's better if we're friends for now? You're precious to me and I don't want to lose you, but this is a lot."
Astarion,"I don't know, it is a big change. And as much as I care for you... I don't know."
Astarion,"As much as I want to, I'm not sure if I can."
Astarion,Do you still want to be together?
Astarion,I'm glad. Although I'm not sure what the expectations are around... us?
Astarion,"Well, what are you? Is the person I loved still in there?"
Astarion,"Dead or alive, the Absolute will claim you!"
Astarion,"How neither one of us is free. How Cazador's still out there, and you're-..."
Astarion,Let's find some prey.
Astarion,"How I'm free of Cazador. How I have a whole new life stretching out in front of me, and you're-..."
Astarion,Hello darling.
Astarion,"Karlach, no - fight it. You're stronger than this, my friend."
Astarion,"Karlach... I... I love you. You taught me the impossible. In all my immortality, I'll never forget you."
Astarion,"It is indeed. We can travel the lands together, tasting everything Faerûn has to offer."
Astarion,"Before long we'll have our hands on every string in this city, and they will dance however we tell them to."
Astarion,"We can start slowly - quietly charming and manipulating key figures, building up our network of puppets."
Astarion,"Anyway, taking power in this city will need to be a subtle process. We wouldn't want to spook the cattle, after all. "
Astarion,Let's hope they have more sense than that.
Astarion,I was just thinking about freedom.
Astarion,So... we're just going to stand here and let it kill her? Is that the plan?
Astarion,You're not going to eviscerate him? I was hoping for a show.
Astarion,"Well, that's... not great?"
Astarion,Capture? And bring it where?
Astarion,"No. No, I'm quite well."
Astarion,How sensible.
Astarion,"We should go, but you have fun tracking your monster."
Astarion,No! I mean - we have different quests. I wouldn't want to distract this fellow from his path any more than he'd want to lead us from ours.
Astarion,There's a lot to know.
Astarion,"I've crossed paths with your people before, you know."
Astarion,It wasn't a good experience.
Astarion,A vampire spawn? Why? 
Astarion,"The Gur help themselves, no one else. Whatever his price, it would've been too much."
Astarion,"It's a figure of speech, darling. I'd be disappointed if you trusted me at all."
Astarion,Bigoted?! If you'd seen-
Astarion,"No. No, we're done here. Let's go."
Astarion,"I had my reasons, you can be sure of that."
Astarion,"Now, if we're done, we have more important business to get on with. "
Astarion,"I absolutely, definitely will think about it."
Astarion,"He was spinning a tale, and you were falling for it. Vampires? Sacred missions? Honestly."
Astarion,He would've followed us to camp and slit our throats in the night.
Astarion,"Trust me, I did us a favour."
Astarion,"Perhaps we'll adjust, perhaps we won't, but you mean too much for me to walk away. "
Astarion,Or to make a deal with her. Probably think you can outfox the old dear.
Astarion,"Funny. I thought your people were all cut-throats, not monster hunters."
Astarion,"All right, all right."
Astarion,You're a monster hunter? I'm surprised - I thought all Gur were wandering cut-throats.
Astarion,And what is your prey exactly? Dragon? Cyclops? Kobold?
Astarion,A - Why? 
Astarion,"And return him to Baldur's Gate, no doubt?"
Astarion,"It'd make me think twice, certainly."
Astarion,Oh? What are you hunting?
Astarion,And when you find him? Will you kill this Astarion?
Astarion,You're a monster hunter? I'm surprised - I thought all Gur were vagrant cut-throats.
Astarion,I've just remembered I need to be somewhere. But good luck with your hunt.
Astarion,I wouldn't blame the vampire spawn - I hear they have to follow their master's orders.
Astarion,How do you plan to find him?
Astarion,"I'm feeling a little ill, actually. I should go."
Astarion,Well done! You found him.
Astarion,You're in the right place - there's plenty of evil here.
Astarion,"Well, you stink. I'm sure that'll protect you."
Astarion,Why should I believe anything you say?
Astarion,"I've met people like you before. You're a Gur, aren't you?"
Astarion,Why not just kill him?
Astarion,"After everything, I think I've earned it."
Astarion,So would I. And I hope we can find some place for love in our new - whatever this is.
Astarion,"A pity, because we were rather excellent together. A love for the ages..."
Astarion,"We are rather excellent together, you know. And united, there is nothing we can't do."
Astarion,It certainly is when you're around.
Astarion,"Good, because selfless as I am, I really did not want to let you go."
Astarion,I would understand if you wanted to go your own way.
Astarion,"True, it's a vast world out there; there are plenty of places to hide."
Astarion,"It's more of a gamble without the tadpoles, but maybe you're right. The best defence is a timely murder..."
Astarion,We'll do it my way.
Astarion,"True, if we can kill a Netherbrain, we can kill anything."
Astarion,"It might be days or years, but he'll come for me eventually. He's inevitable."
Astarion,"I might be free of the parasite, but Cazador's still out there. Without the tadpole's protection, he just has to find me to claim me."
Astarion,And I'm sure trouble would find us sooner or later. It always seems to.
Astarion,"That does sound tediously boring. Although, if it's with you... maybe? "
Astarion,And it would mean setting off on another adventure together.
Astarion,"And if there's a chance, no matter how small, I'm going to take it."
Astarion,You - do you think it's possible? I suppose there is a chance.
Astarion,"Although, I couldn't help but notice you said 'we' should find them."
Astarion,"True, the spawn will need someone to lead them. Otherwise they'll just be a murderous, blood-sucking horde."
Astarion,"I can't say what the future holds for us, but I know we'll be facing it together."
Astarion,And we're going to have a lot of fun.
Astarion,You - what? I didn't think you'd actually agree!
Astarion,How dare you! After all I've done for you - after everything I've sacrificed!
Astarion,"You're joking. After everything we've been through, you expect me to do manual labour?"
